Id,ImageName,CareSymbolTag,PredictedOutcome
433,train_29,wash_40,1
434,train_29,wash_60,0
435,train_29,wash_hand,0
436,train_30,bleach_with_non_chlorine,0
437,train_30,do_not_bleach,1
438,train_30,do_not_dryclean,0
439,train_30,do_not_tumble_dry,1
440,train_30,do_not_wash,0
441,train_30,double_bar,0
442,train_30,dryclean,0
443,train_30,low_temperature_tumble_dry,0
444,train_30,normal_temperature_tumble_dry,0
445,train_30,single_bar,1
446,train_30,tumble_dry,0
447,train_30,wash_30,1
448,train_30,wash_40,0
449,train_30,wash_60,0
450,train_30,wash_hand,0
451,train_31,bleach_with_non_chlorine,0
452,train_31,do_not_bleach,1
453,train_31,do_not_dryclean,1
454,train_31,do_not_tumble_dry,1
455,train_31,do_not_wash,1
456,train_31,double_bar,0
457,train_31,dryclean,0
458,train_31,low_temperature_tumble_dry,0
459,train_31,normal_temperature_tumble_dry,0
460,train_31,single_bar,0
461,train_31,tumble_dry,0
462,train_31,wash_30,0
463,train_31,wash_40,0
464,train_31,wash_60,0
465,train_31,wash_hand,0
466,train_32,bleach_with_non_chlorine,0
467,train_32,do_not_bleach,1
468,train_32,do_not_dryclean,1
469,train_32,do_not_tumble_dry,1
470,train_32,do_not_wash,0
471,train_32,double_bar,0
472,train_32,dryclean,0
473,train_32,low_temperature_tumble_dry,0
474,train_32,normal_temperature_tumble_dry,0
475,train_32,single_bar,0
476,train_32,tumble_dry,0
477,train_32,wash_30,0
478,train_32,wash_40,0
479,train_32,wash_60,0
480,train_32,wash_hand,1
481,train_33,bleach_with_non_chlorine,0
482,train_33,do_not_bleach,1
483,train_33,do_not_dryclean,1
484,train_33,do_not_tumble_dry,1
485,train_33,do_not_wash,0
486,train_33,double_bar,0
487,train_33,dryclean,0
488,train_33,low_temperature_tumble_dry,0
489,train_33,normal_temperature_tumble_dry,0
490,train_33,single_bar,0
491,train_33,tumble_dry,0
492,train_33,wash_30,1
493,train_33,wash_40,0
494,train_33,wash_60,0
495,train_33,wash_hand,0
496,train_34,bleach_with_non_chlorine,0
497,train_34,do_not_bleach,1
498,train_34,do_not_dryclean,0
499,train_34,do_not_tumble_dry,1
500,train_34,do_not_wash,0
501,train_34,double_bar,0
502,train_34,dryclean,1
503,train_34,low_temperature_tumble_dry,0
504,train_34,normal_temperature_tumble_dry,0
505,train_34,single_bar,1
506,train_34,tumble_dry,0
507,train_34,wash_30,1
508,train_34,wash_40,0
509,train_34,wash_60,0
510,train_34,wash_hand,0
511,train_35,bleach_with_non_chlorine,0
512,train_35,do_not_bleach,1
513,train_35,do_not_dryclean,1
514,train_35,do_not_tumble_dry,0
515,train_35,do_not_wash,0
516,train_35,double_bar,0
517,train_35,dryclean,0
518,train_35,low_temperature_tumble_dry,1
519,train_35,normal_temperature_tumble_dry,0
520,train_35,single_bar,1
521,train_35,tumble_dry,0
522,train_35,wash_30,0
523,train_35,wash_40,1
524,train_35,wash_60,0
525,train_35,wash_hand,0
526,train_36,bleach_with_non_chlorine,0
527,train_36,do_not_bleach,1
528,train_36,do_not_dryclean,1
529,train_36,do_not_tumble_dry,0
530,train_36,do_not_wash,0
531,train_36,double_bar,0
532,train_36,dryclean,0
533,train_36,low_temperature_tumble_dry,0
534,train_36,normal_temperature_tumble_dry,1
535,train_36,single_bar,0
536,train_36,tumble_dry,0
537,train_36,wash_30,0
538,train_36,wash_40,0
539,train_36,wash_60,1
540,train_36,wash_hand,0
541,train_37,bleach_with_non_chlorine,0
542,train_37,do_not_bleach,1
543,train_37,do_not_dryclean,1
544,train_37,do_not_tumble_dry,1
545,train_37,do_not_wash,0
546,train_37,double_bar,0
547,train_37,dryclean,0
548,train_37,low_temperature_tumble_dry,0
549,train_37,normal_temperature_tumble_dry,0
550,train_37,single_bar,0
551,train_37,tumble_dry,0
552,train_37,wash_30,1
553,train_37,wash_40,0
554,train_37,wash_60,0
555,train_37,wash_hand,0
556,train_38,bleach_with_non_chlorine,0
557,train_38,do_not_bleach,1
558,train_38,do_not_dryclean,0
559,train_38,do_not_tumble_dry,1
560,train_38,do_not_wash,0
561,train_38,double_bar,0
562,train_38,dryclean,1
563,train_38,low_temperature_tumble_dry,0
564,train_38,normal_temperature_tumble_dry,0
565,train_38,single_bar,1
566,train_38,tumble_dry,0
567,train_38,wash_30,1
568,train_38,wash_40,0
569,train_38,wash_60,0
570,train_38,wash_hand,0
571,train_39,bleach_with_non_chlorine,0
572,train_39,do_not_bleach,1
573,train_39,do_not_dryclean,0
574,train_39,do_not_tumble_dry,0
575,train_39,do_not_wash,0
576,train_39,double_bar,0
577,train_39,dryclean,1
578,train_39,low_temperature_tumble_dry,0
579,train_39,normal_temperature_tumble_dry,0
580,train_39,single_bar,0
581,train_39,tumble_dry,0
582,train_39,wash_30,1
583,train_39,wash_40,0
584,train_39,wash_60,0
585,train_39,wash_hand,0
586,train_40,bleach_with_non_chlorine,0
587,train_40,do_not_bleach,1
588,train_40,do_not_dryclean,1
589,train_40,do_not_tumble_dry,1
590,train_40,do_not_wash,0
591,train_40,double_bar,0
592,train_40,dryclean,0
593,train_40,low_temperature_tumble_dry,0
594,train_40,normal_temperature_tumble_dry,0
595,train_40,single_bar,1
596,train_40,tumble_dry,0
597,train_40,wash_30,1
598,train_40,wash_40,0
599,train_40,wash_60,0
600,train_40,wash_hand,0
601,train_41,bleach_with_non_chlorine,0
602,train_41,do_not_bleach,1
603,train_41,do_not_dryclean,0
604,train_41,do_not_tumble_dry,1
605,train_41,do_not_wash,1
606,train_41,double_bar,0
607,train_41,dryclean,1
608,train_41,low_temperature_tumble_dry,0
609,train_41,normal_temperature_tumble_dry,0
610,train_41,single_bar,0
611,train_41,tumble_dry,0
612,train_41,wash_30,0
613,train_41,wash_40,0
614,train_41,wash_60,0
615,train_41,wash_hand,0
616,train_42,bleach_with_non_chlorine,0
617,train_42,do_not_bleach,1
618,train_42,do_not_dryclean,1
619,train_42,do_not_tumble_dry,1
620,train_42,do_not_wash,1
621,train_42,double_bar,0
622,train_42,dryclean,0
623,train_42,low_temperature_tumble_dry,0
624,train_42,normal_temperature_tumble_dry,0
625,train_42,single_bar,0
626,train_42,tumble_dry,0
627,train_42,wash_30,0
628,train_42,wash_40,0
629,train_42,wash_60,0
630,train_42,wash_hand,0
631,train_43,bleach_with_non_chlorine,0
632,train_43,do_not_bleach,1
633,train_43,do_not_dryclean,0
634,train_43,do_not_tumble_dry,0
635,train_43,do_not_wash,0
636,train_43,double_bar,0
637,train_43,dryclean,1
638,train_43,low_temperature_tumble_dry,0
639,train_43,normal_temperature_tumble_dry,0
640,train_43,single_bar,0
641,train_43,tumble_dry,0
642,train_43,wash_30,0
643,train_43,wash_40,0
644,train_43,wash_60,0
645,train_43,wash_hand,1
646,train_44,bleach_with_non_chlorine,0
647,train_44,do_not_bleach,1
648,train_44,do_not_dryclean,1
649,train_44,do_not_tumble_dry,1
650,train_44,do_not_wash,0
651,train_44,double_bar,0
652,train_44,dryclean,0
653,train_44,low_temperature_tumble_dry,0
654,train_44,normal_temperature_tumble_dry,0
655,train_44,single_bar,1
656,train_44,tumble_dry,0
657,train_44,wash_30,1
658,train_44,wash_40,0
659,train_44,wash_60,0
660,train_44,wash_hand,0
661,train_45,bleach_with_non_chlorine,0
662,train_45,do_not_bleach,1
663,train_45,do_not_dryclean,1
664,train_45,do_not_tumble_dry,1
665,train_45,do_not_wash,0
666,train_45,double_bar,0
667,train_45,dryclean,0
668,train_45,low_temperature_tumble_dry,0
669,train_45,normal_temperature_tumble_dry,0
670,train_45,single_bar,0
671,train_45,tumble_dry,0
672,train_45,wash_30,0
673,train_45,wash_40,1
674,train_45,wash_60,0
675,train_45,wash_hand,0
676,train_46,bleach_with_non_chlorine,0
677,train_46,do_not_bleach,1
678,train_46,do_not_dryclean,1
679,train_46,do_not_tumble_dry,1
680,train_46,do_not_wash,0
681,train_46,double_bar,0
682,train_46,dryclean,0
683,train_46,low_temperature_tumble_dry,0
684,train_46,normal_temperature_tumble_dry,0
685,train_46,single_bar,0
686,train_46,tumble_dry,0
687,train_46,wash_30,0
688,train_46,wash_40,0
689,train_46,wash_60,0
690,train_46,wash_hand,1
691,train_47,bleach_with_non_chlorine,0
692,train_47,do_not_bleach,1
693,train_47,do_not_dryclean,0
694,train_47,do_not_tumble_dry,1
695,train_47,do_not_wash,0
696,train_47,double_bar,0
697,train_47,dryclean,1
698,train_47,low_temperature_tumble_dry,0
699,train_47,normal_temperature_tumble_dry,0
700,train_47,single_bar,1
701,train_47,tumble_dry,0
702,train_47,wash_30,1
703,train_47,wash_40,0
704,train_47,wash_60,0
705,train_47,wash_hand,1
706,train_48,bleach_with_non_chlorine,0
707,train_48,do_not_bleach,1
708,train_48,do_not_dryclean,0
709,train_48,do_not_tumble_dry,0
710,train_48,do_not_wash,0
711,train_48,double_bar,0
712,train_48,dryclean,1
713,train_48,low_temperature_tumble_dry,0
714,train_48,normal_temperature_tumble_dry,0
715,train_48,single_bar,0
716,train_48,tumble_dry,0
717,train_48,wash_30,0
718,train_48,wash_40,0
719,train_48,wash_60,0
720,train_48,wash_hand,1
721,train_49,bleach_with_non_chlorine,0
722,train_49,do_not_bleach,1
723,train_49,do_not_dryclean,0
724,train_49,do_not_tumble_dry,0
725,train_49,do_not_wash,0
726,train_49,double_bar,0
727,train_49,dryclean,1
728,train_49,low_temperature_tumble_dry,1
729,train_49,normal_temperature_tumble_dry,0
730,train_49,single_bar,0
731,train_49,tumble_dry,0
732,train_49,wash_30,1
733,train_49,wash_40,0
734,train_49,wash_60,0
735,train_49,wash_hand,0
736,train_50,bleach_with_non_chlorine,0
737,train_50,do_not_bleach,1
738,train_50,do_not_dryclean,1
739,train_50,do_not_tumble_dry,1
740,train_50,do_not_wash,0
741,train_50,double_bar,0
742,train_50,dryclean,0
743,train_50,low_temperature_tumble_dry,0
744,train_50,normal_temperature_tumble_dry,0
745,train_50,single_bar,1
746,train_50,tumble_dry,0
747,train_50,wash_30,1
748,train_50,wash_40,0
749,train_50,wash_60,0
750,train_50,wash_hand,0
751,train_51,bleach_with_non_chlorine,0
752,train_51,do_not_bleach,1
753,train_51,do_not_dryclean,0
754,train_51,do_not_tumble_dry,0
755,train_51,do_not_wash,0
756,train_51,double_bar,0
757,train_51,dryclean,0
758,train_51,low_temperature_tumble_dry,0
759,train_51,normal_temperature_tumble_dry,0
760,train_51,single_bar,0
761,train_51,tumble_dry,1
762,train_51,wash_30,0
763,train_51,wash_40,1
764,train_51,wash_60,0
765,train_51,wash_hand,0
766,train_52,bleach_with_non_chlorine,0
767,train_52,do_not_bleach,1
768,train_52,do_not_dryclean,1
769,train_52,do_not_tumble_dry,1
770,train_52,do_not_wash,0
771,train_52,double_bar,0
772,train_52,dryclean,0
773,train_52,low_temperature_tumble_dry,0
774,train_52,normal_temperature_tumble_dry,0
775,train_52,single_bar,0
776,train_52,tumble_dry,0
777,train_52,wash_30,1
778,train_52,wash_40,0
779,train_52,wash_60,0
780,train_52,wash_hand,0
781,train_53,bleach_with_non_chlorine,0
782,train_53,do_not_bleach,1
783,train_53,do_not_dryclean,1
784,train_53,do_not_tumble_dry,1
785,train_53,do_not_wash,0
786,train_53,double_bar,0
787,train_53,dryclean,0
788,train_53,low_temperature_tumble_dry,0
789,train_53,normal_temperature_tumble_dry,0
790,train_53,single_bar,0
791,train_53,tumble_dry,0
792,train_53,wash_30,1
793,train_53,wash_40,0
794,train_53,wash_60,0
795,train_53,wash_hand,0
796,train_54,bleach_with_non_chlorine,0
797,train_54,do_not_bleach,1
798,train_54,do_not_dryclean,1
799,train_54,do_not_tumble_dry,0
800,train_54,do_not_wash,0
801,train_54,double_bar,0
802,train_54,dryclean,0
803,train_54,low_temperature_tumble_dry,1
804,train_54,normal_temperature_tumble_dry,0
805,train_54,single_bar,0
806,train_54,tumble_dry,0
807,train_54,wash_30,1
808,train_54,wash_40,0
809,train_54,wash_60,0
810,train_54,wash_hand,0
811,train_55,bleach_with_non_chlorine,0
812,train_55,do_not_bleach,1
813,train_55,do_not_dryclean,0
814,train_55,do_not_tumble_dry,1
815,train_55,do_not_wash,1
816,train_55,double_bar,0
817,train_55,dryclean,1
818,train_55,low_temperature_tumble_dry,0
819,train_55,normal_temperature_tumble_dry,0
820,train_55,single_bar,0
821,train_55,tumble_dry,0
822,train_55,wash_30,0
823,train_55,wash_40,0
824,train_55,wash_60,0
825,train_55,wash_hand,0
826,train_56,bleach_with_non_chlorine,0
827,train_56,do_not_bleach,1
828,train_56,do_not_dryclean,0
829,train_56,do_not_tumble_dry,1
830,train_56,do_not_wash,0
831,train_56,double_bar,0
832,train_56,dryclean,0
833,train_56,low_temperature_tumble_dry,0
834,train_56,normal_temperature_tumble_dry,0
835,train_56,single_bar,1
836,train_56,tumble_dry,0
837,train_56,wash_30,0
838,train_56,wash_40,1
839,train_56,wash_60,0
840,train_56,wash_hand,0
841,train_57,bleach_with_non_chlorine,0
842,train_57,do_not_bleach,1
843,train_57,do_not_dryclean,1
844,train_57,do_not_tumble_dry,1
845,train_57,do_not_wash,0
846,train_57,double_bar,0
847,train_57,dryclean,0
848,train_57,low_temperature_tumble_dry,0
849,train_57,normal_temperature_tumble_dry,0
850,train_57,single_bar,1
851,train_57,tumble_dry,0
852,train_57,wash_30,1
853,train_57,wash_40,0
854,train_57,wash_60,0
855,train_57,wash_hand,0
856,train_58,bleach_with_non_chlorine,0
857,train_58,do_not_bleach,1
858,train_58,do_not_dryclean,0
859,train_58,do_not_tumble_dry,1
860,train_58,do_not_wash,0
861,train_58,double_bar,0
862,train_58,dryclean,1
863,train_58,low_temperature_tumble_dry,0
864,train_58,normal_temperature_tumble_dry,0
865,train_58,single_bar,1
866,train_58,tumble_dry,0
867,train_58,wash_30,1
868,train_58,wash_40,0
869,train_58,wash_60,0
870,train_58,wash_hand,0
871,train_59,bleach_with_non_chlorine,0
872,train_59,do_not_bleach,1
873,train_59,do_not_dryclean,0
874,train_59,do_not_tumble_dry,1
875,train_59,do_not_wash,0
876,train_59,double_bar,0
877,train_59,dryclean,1
878,train_59,low_temperature_tumble_dry,0
